ItemID,Sentiment,SentimentText
62007,Negative,@BIPINGU eww not sure i like that 
39267,Negative,@Alynn You don't want to know the answer.  I want my money back.
26835,Negative,"@a13igail the 27th is the last day  you HAVE to try it! let me know when you want it, i'll hook it up ;)"
7845,Negative,#nambu still has scrolling issues  #bug
49595,Positive,"@ashleytisdale CONGRATULATION ASH! I love you so much, you deserve it, i can't wait for your new cd! Have a nice day "
81266,Negative,@ashemischief me too! I've been feeling horrible about it...but better than writing when I'm not inspired. 
96418,Positive,"@crom74 Hydrangea. Come in white, blue, and a cross breed that is pinkish purple. Used to work at a Landscape store. "
60350,Positive,"@big_love lol, had to see if i could beat you yet "
55467,Positive,@bastardsheep i shall indeed  thanks!
20654,Positive,"@__AnnaD I KNOOOW - we were really hoping you could join - ah well, next time for sure  Little T was having a great time LOL"
87774,Positive,@chasy  BABY!!!!!!!!!!
23716,Negative,"@abbixnicole i wish i could, but argh, i'm too nice to tell her i already have plans! "
17980,Negative,@ kevinlove21  u might wanna ask her more about it though cause i'm not a member of team jonas  wish i were but the whole cost thing...
43741,Negative,@AngstyRossini LOL! I think this calls for a SL eurovision party! I'm busy next weekend tho 
19833,Positive,@ mcdonald with fedi&amp;holly 
33828,Positive,@airtalentsocial Thanks for the follow! 
19720,Negative,"@_ontdai I just wanted to be Maid of Honor, if you went and eloped after I planned the bachelorette party I will be sad "
48177,Positive,@alterego13 hey sexy....wishing you luck in your game tonight.  
73685,Negative,  Chicago trip delayed by one day due to sore throat and fever.  I think I caught it from Margaret in one of her Tweets 
41719,Negative,"@AnditisLiz Hey Hey!! I got this custom designed, one of a kind Superfresh T over here with somebodies name on it collecting dust "
74182,Negative,@brookelynn7887 Last I looked I didnt see anyone online  I've been bored out of my mind for hours...
72679,Positive,@britneyjonas lol. I think i've already asked but do you have a facebook ? 
53932,Positive,@auntiedis right back atcha!!  
37138,Negative,"@alicianospace hey you. Girl I miss you where'd you disappear to? Tried callin and texting, miss the sound of your voice "
42925,Negative,@angiecas its not nice and there's not alot you can do either 
22601,Negative,"@7rex I know, I was really sad when I found out "
34025,Negative,@Alligood So sorry to hear about the kiddo!  Hope she feels lots better now that the cast is on 
30249,Negative,@adamrburton i know i totally shouldve but i didnt...  
19503,Negative,"@_dcNadii3_  goodnight my dear, i gotta go to bed now too @shanterowland  angel, love youu both to pieces. talk 2 u soon. double kisses â¥"
9770,Negative,&quot;glow. melt &amp; flow. eviscerate your fragile frame &amp; spill it out on ragged floor. a thousand different versions of yourself.&quot; come cuddle 
98599,Negative,@corrupted1992 i love them too! and also elephant love medley and zidler's rap; best version of smells like teen spirit EVER! it's so sad 
27263,Negative,"@AATFC I just started again after a 9 year break, dropped from Mezzo soprano to first alto "
77216,Negative,@catarina5 do u still think it was better for u to leave him? I cant concentrate.. Can u help me? 
67504,Positive,"@BodyByChocolate you simply have a fierce twitter handle.  Hotness. (and honestly, any name with &quot;chocolate&quot; in it rocks!). Brand it!  "
29268,Positive,@aclsx3 I wouldn't freak out. I mean you know how much I like coke. &amp; I don't freak out about that. 
90247,Negative,"@chicogarcia Happy bday. Hope you'll enjoy your day despite you losing your phone  Hope you'll have a blast. Happy, happy bday ulit!"
11039,Negative,&quot;You have me. You just don't want me.&quot; 
20803,Positive,@16_MileyCyrus Good luck with your history people! 
88465,Positive,"@chellanglo I'm glad Those were tears of joy, let me clean your eyes with my trusty hanky. "
48429,Negative,@alyshafloyd Me too man 
91236,Negative,@cocoward probs wont reply if you comment me back  haha&quot; - lol kinda along those lines 
33660,Positive,@aimizubouken take care..my internet connection too slow..ki o tsukete kudasai 
81337,Positive,@chasv how fun.  And Great movie!  
56312,Negative,"@BBQuiz this isnt fair, i have to keep refreshin to c the questions and that means that i cant answer them quick enough "
1584,Negative, I hope the RAPE GHOST doesn't get me.
24336,Positive,@1littlefish  ty 4 da #ff  woof
7769,Positive,#myweakness getting distracted at Twitter when I do have plenty to do right now!  So... I'll go. #Goodnight all.
51966,Positive,"@ashleytisdale My entertainment rocks to. Can you guess who it is? she's gonna winn an aword tonight, and her album is realised June 16th "
66955,Negative,@Boardies Next week 
24412,Positive,"@acedanger Let me know what you think - I've been thinking of getting one from Costco, too! "
90377,Negative,@clothes_w thank you.. 
42196,Negative,@andychin haha uh oh!!! 
54724,Positive,@ayeshahalam hope they r of some use to get inspiration.. 
24716,Positive,@24websurf  #RocketMoms  Wow - I don't know that I can party like that anymore! 1am is about as late as I can go these days 
21804,Negative,@_hayles Hey hun .. Played 23 and 13 all night long but nothing 
67778,Negative,"@Broooooke_ i love that song, in another life, right? its like major sad tho haha i cry in it  x"
47042,Negative,"@applicantjan yeah dude, a part of me needs more spitalfield though "
17596,Negative,...make it 5 hours. 
54296,Negative,@baditz17 oh bout May 30. I replied sa thread. Id love to come but  may family camp kami eh  sayang ;-(
99200,Positive,@crazeegeekchick I knew I liked you for reason!  I was at Def6 from 97-01. I'm guessing you were there after me?
80960,Positive,@ArvindRocks: Look who is talking 
88405,Negative,"@chef_cuisine Working on a new version right now, actually. Should be one or two weeks "
96270,Negative,@Crissiepops All sorts! 
395,Negative, @xxkirahxx is fulfilling my life's ambition 2 go 2 a Jonas Brothers concert + I went 2 HMV and the new album is already sold out! Why me?
66115,Positive,"@briannoonan hello squire, long time no speak, hope all's well? I'm currently awaiting a proposal signoff but if good we should talk "
13288,Positive,... a full blown awkward conversation  yay. Aha.
4765,Negative," switching from one oven to another is always tricky. my pink ring just came out part BRIGHT orange. this shit is like, glow in the dark."
14824,Negative,(@MissAmande) I need a hug today 
36633,Negative,@alexandervision  That is definitely over the top. Feel sorry for the  children. 
35482,Negative,"@Alchanii  i admit i suck at tf2 but i don't try to suck at it, i actually try to get good at it  i just... aparently can't get better"
9165,Positive,&quot;horses asshole&quot; hah my mom is the best 
41374,Positive,@an_other Excellent analogy 
83465,Negative,"@AskCarrieLee CVS is that like a genetic brand?Poor you,my hubby gets bad allergies..no fun! "
23931,Positive,"@1jessicasexybbe: Yes, i'm in the mood for talk "
70382,Positive,"@AndrewHansen1 Thanks Andrew! It hasn't yet been published, but looking forward to it "
96582,Positive,"@crumcake well, i guess even I can do that  "
10589,Negative,#inaperfectworld those of us who work for UCLA or UC's wouldnt be getting a 4% or 8% paycut in the very near future 
98948,Positive,@coy0te lol i know that feeling! Im broke too! Dont worry  x
26730,Negative,@A_SPASTIC_TIGER He haaaates us  @Hooded whyyyyy?! WHHHHY!?
61250,Positive,"@bggrice it's back up right now, but it's the cpu temp that is causing problems, i'm monitoring it now with a gauge, currently 41 degrees "
709,Negative," , Alllllan ruins my lifeeee."
52719,Positive,@astallaslions hi julio...i definately will. 
92833,Positive,"@chrisryanmusic http://twitpic.com/6g0qa - Oh, you guys are so cute! "
90750,Positive,@backtoacting Thanks! I'll look through them.  Have a nice day!
17728,Negative,"...so since I swapped out my iPhone on Saturday, I'm now locked out of my Blizzard account "
54432,Negative,@AwareNess0 Are you ok? 
64541,Positive,@boysnightout899 wild 
77651,Negative,"@catstress Ooooh, I do yes yes! Except - dammit, I am filming the Qype Party... *sigh* Two cool things happening on the same night "
89988,Positive,"@Clethena I got the e-mail from MT this morning instead. I'm so happy!  I just wonder how long it'll take before it gets here, though. &gt;_&gt;"
52415,Positive,@asimzeeshan take a look here : http://iweb.com/landing/10kServersMilestone/2a.php ! You can win 1000$ in hosting credit  - JL
46181,Positive,@AllenVarney Europe already has a PUMA-analog -- it's called a Vespa. 
27965,Positive,@abetterjulie And what a lovely picture it was!!! So glad to spend time with you this evening 
76913,Positive,@Byroneski_Beat  deepest apologies my lord but twitpics over rule all 
31797,Positive,@aebsr you would have been more scared than we were  trust me!
25034,Positive,"@4aplin Ð?!ÐÐ¾Ñ Ð²Ñ?Ðµ ÑÐ°Ð²Ð½Ð¾ Ð´Ð¾ÑÐ¾Ð¶Ðµ Ð²ÐµÐ´Ñ!  Ð ÑÐ¾Ð¼Ñ Ð¶Ðµ,Ð¸ Ñ Ð½Ð°Ñ? Ñ?ÑÑÐ½Ð¾ Ð¿Ð¾Ð»ÑÑÐ°ÐµÑÑ?Ñ?."
64862,Positive,"@Brandi408  well hopefully you get settled in soon, and see when I'm not twittering on my computer i'm on my iPhone, horrible I know"
18497,Positive,"@ twas my pleasure kav!  after all, what are roomies for! ;-)"
91523,Positive,@coffeequeen Trust me. I know how one person can make an impact. Mine left yesterday and I'm at peace. 
41628,Negative,@andamooka sorry to hear that!  
77270,Negative,@C00L_BEANS lately I've slept 2 much usually I don't sleep enough. Im craving a Hot chocolate with 3 spoons of sugar 
92054,Negative,"@BarbaraClark  Oh, geez.  So sorry to hear this.  "
72065,Positive,@angelajames Have fun! I'm excited to see it during the week where there's less people! 
30874,Negative,@aleshabell I wish I were in miami 
46044,Negative,@All_Sparks D'OH!   anyway we're happy to know that you're coming back.
16217,Negative,; too lazy to eat lunch and about to watch Slumdog Millionaire! yay! it kinda sucks cos I wont be able to go to practice today  ohwell.
17964,Negative,@ jesscuuhh if i go...could u give me a ride home  http://twurl.nl/1hool4
20686,Positive,"@1129kydd Thanks,&lt;3 iiiillllyyy "
38383,Positive,@allysonalfonso ok i cmnted tom 
83826,Negative,"@catatonique No DD in Cali.  I've had coffee bean. It's just that I grew up with DD. I just miss the smell of doughnuts,bagels, and java."
45558,Negative,@anthonysd After Brazil slaughtered them I counted them out entirely. It's pretty amazing. No one seems to care much about soccer though. 
17352,Positive,"@ 5&amp; diner! With lermas, Steve &amp; Tito "
64197,Positive,"@BoSoxCutie19 - Deciding on Spurs? They're good - I would say yes - I don't follow BB. Welcome to Texas, I'm not too far from you.  bbl"
86868,Positive,@ChristineHitt workin on a speech? the one thing i've taught myself is that knowing wat 2 say is great but being yourself is wat sells it 
59267,Positive,@berdtwit Thx 4 sharing! 
9555,Negative,"#Ferber Rohan slept easily, but woke at 2am again   We gave him milk right away, so he went quickly back to sleep. Works, but a bad trend"
13272,Negative,.. Well that was a sad movie. 
72046,Negative,@caligreen Y&amp;R Still overlaps AMC 
329,Negative,   Wondering why I feel like I do...I'll feel better though...Its all good! I'll be happy inspite of...Tweet ya lata 
98476,Negative,@corbthfrog   Sorry to hear it
99492,Negative,@crispredtan Um k.. this is NOT Close My Eyes.. this song always makes me cry bc my mom is gone but I &lt;3 it anyway.. 
2461,Positive, Just get some new clothes. Thx mom.
89185,Positive,@cjtoddy yyyyaaaaaayyy! This is a mega week for twitter 
13465,Positive,... MIGHT be going to see the BGT tour!!!!  hehe if we can get tickets!!! :O    woop
18147,Positive,.@BlowhornOz we need #cocacola sponsorship!! that's why we're using the hashtag 
27751,Positive,@aaronrothe what are the insiders? 
16524,Negative,@ GCS waiting as usual 
50603,Positive,@amberlove8 my pool is opened til 8 
8583,Negative,&quot;Canned&quot; is not on ABCï¿½s schedule. Bad NEWS! 
18917,Negative,"@_JoeMasterson mate, there are only so many routes through or around London. All involve major traffic and pain. "
99185,Positive,"@cravenjade Won't give an exact $, but I will say that my online stuff gave me the equivalent of a 25% raise from my day job last year "
57647,Positive,"@BecM49 i am, thanks (: i'll put you in mine "
72576,Negative,@cameo1172   i wish i was with u 
22541,Negative,@750x500 Oh bugger indeed! A long way to go then 
3817,Negative, joins leaving. I don't want him to leave 
16554,Positive,@ home...  doing something good
99756,Negative,@crustydolphin  so sorry honey x
83534,Negative,@ASOS_Julia I've just got back from the usa and have had a really nasty cough/cold/lurgy. And now i've got the shivers and cold sweats 
99821,Positive,@crystalchappell Goodness you are such a hoot. No wonder Jess cracks up so much.  You both are just amazing. Thank you.
75955,Positive,@bullfrogmedia how can anyone be upset at getting a tweet from you Kriselle 
92258,Positive,@barcaloco Score 6 goals against Chelsea!! 
55740,Negative,@babydollniki OMFG I LOVE BORDER COLLIES!!!!!! I'M SO JEALOUS! 
80811,Negative,@charlie628  still waiting
26575,Positive,@a_dorkable so what there's 3 of us and one of them. 
87178,Positive,"@avasiare Thanks! It's time, finally, uh, knock on wood. "
347,Negative,     sry matt 2 hear that (
74410,Negative,@broskiii Yeah too good to be true I guess 
25075,Positive,@Actionjackson13 your retarded 
1027,Positive, Going to London Expo this weekend  Can't wait !
49051,Positive,@AshLaws You know what they say about great minds... 
67128,Positive,"@bobbyedner i love you bobby , but your wrong "
25948,Positive,@4evaurgirl damn u! u rlly luv throwing shampoo botttles dont u!  hopefully i'll b on  we have 3cp's in the house now! so i might b! 
9151,Positive,"&quot;Bad words are a crutch, they lead to tattoos and peircings!&quot;  Hahahaha!"
60891,Negative,@bethanie ouch  Wish I could zap an ice-pack or something your way ;)
45358,Negative,@AnotherA   
20658,Negative,@1045chumfm ahhhhh I can't get on the chum website am I the only one having this problem can't listen if I cant get on it 
6602,Positive,#momo; Thanks! See you there. Erg select deze keer 
37336,Negative,"@alisonkent aww, i wanted to tell you what to do but i'm in the wrong country "
39705,Positive,"@AncillaTilia Yeah, dont let these things get you down...coz then &quot;they&quot; win! "
59182,Negative,@benshephard Nice juggling ;)  I seriously can't believe that Shaheen didn't win.  Unbelievable 
736,Negative, @ JFK International Airport http://loopt.us/PPYZTQ.t
24725,Negative,@26c4u You put my thing wrong though.  xD
94037,Negative,"@CoreJas43 Again, I'm no good at this sort of thing. "
87391,Negative,@charlotte_lejos i know  but arghhhh 
19701,Positive,@_nicoleee you should always look forward to your birthday 
31114,Negative,@adzada A question mark? How do i get my pic back it wont do it 
2571,Negative, i dont want to go to bed but im so tired
6788,Positive,"#myweakness - Cookies 'n cream ice cream, which I'm craving right now! "
63490,Positive,"@BMolko what? i'd like to see you doing a cooking show, i bet it would be quite special "
94368,Negative,@BeatriceCaraway  I'm so sorry you're sick!    I'm praying for you.  Get lots of rest!
58590,Negative,@Beccarghxx Am doin gud lol cnt do this work and OMG last episode of supernatual dis week 
18383,Positive,"@_Flik_ I just got a reply, from Mr. Fry!! "
20918,Negative,@19fischi75 pls come back 
67562,Positive,"@bofranklin! You just scraped into the lead, congratulations! I'll DM you to get your address to post off your prize "
15427,Negative,".@russfan101b Yeah, suicide apparently. Just too sad. He actually had a positive effect on me when he was &quot;Grasshopper&quot; "
98976,Negative,"@cpebenito Mmm, that place is bomb! Last time I went though... It was closed  Sad day."
66396,Negative,"@brightondoll *blushes* I'm going good, you? I hurt my big toe last night though "
3603,Negative,- I'm so mad at my mom for not letting me and @amandabryant road trip to Iowa in July to see @VARSITYFC and @vfactory 
93311,Negative,@christinaaaaa HAHAH! i got irritated last night 
21150,Positive,@_s3th http://pastie.org is quite better 
6274,Positive,#doyourememberwhen .. my lips first touched yours &lt;3 @rhyantweets 
25964,Positive,@4everBrandy looks like your having fun 
63818,Positive,@BOHEMiahne  for what? 
71404,Negative,@BrianEnigma you said &quot;tweeps&quot; 
43917,Negative,@annapascoe it looks like it is going to be a lot colder up there!  I'm en route now. See you later.
9206,Negative,#barakatday #barakatday #barakatday  I cant go to bed yet  LOL stupid myspazz wont let me read my message
56846,Negative,@beatznkickz yeah yeah yeah lol I hit you up and didn't get a message back from you 
68384,Negative,@AmyyVee I hope so... though I'm pretty sure I'm gnna have to wait until next Sunday... unless they call it off again... 
79439,Negative,@ceskakendama i suck at geography 
86001,Positive,@ChrisMelly Sounds like fun! 
34822,Negative,@Akcoffer i was at work anyways 
75334,Negative,"@BubbleCow damn that blackened toast. Carbon on a bike, sure, but not for breakfast "
75419,Negative,@bubblegumb naaaaaaaaaao se vÃ¡! please 
88939,Positive,"@CityLocal_Cork Hi paul , howdy im good  busy and you ?"
2596,Negative," i feel bad. I love you sweetheart, more than anything!"
79761,Positive,@Candice_Jo Awesome bumper sticker.  I love American guys in trucks.  
34351,Negative,@ak2176  Unforturnately not even REMOTELY better 
36659,Positive,@alexandrastack how are you? 
78635,Negative,@ariannypilarte I did and I don't think I have time... 
97415,Positive,@cocoward serious?? omg hate chuuu  haha no wayyou have a beautiful smile i saw today your teeth are perfect!! xxxx
37785,Negative,"@alliemunchkin :3, Youtube loves my HD videos  well maybe."
66697,Positive,@britesprite : @Ethnicsupplies erh.. *cough* shouldn't that be &quot;rapier wit&quot; ??? Mr Ter-wit???!!! *zips lip* 
92767,Positive,@comics_grrl you could MEET someone at the blood orgies?  (so sorry dude)
16124,Negative,:-O it's not even 8am yet and the temperature outside is already 15 degrees! Another hot day but I've got an exam 
18963,Positive,@_alps i got the 1st answer after googling fir bore ho gayi  sorry! LOL @ guess by @brainstuck
37151,Negative,"@aliciiajones_jk idk,gustavo said he was going to ask him,but i had to go off line when he was going to tell me.. "
93402,Negative,@controversie I just did a search on that hashtag and it's coming up with no results! 
45036,Positive,"@anthony5uah You've since been assimilated, haven't you? They are a very cult-like company. I know. I worked there. "
19260,Negative,"???ï¿½ï¿½  ???CE d grade?mock?????, ???????"
23135,Negative,"@16Stars I am working on getting certified as a Tahiti Tourism Specialist, so I get good deals all the time, but not free... "
84841,Positive,@ChrisandCal Dumb blonde moment..is that real or a joke...if its a joke i dont get it....*facepalm* 
79635,Negative,"@chadah @landonw I keep iPhone in 'airplane mode' while out of country, use wifi for twitter, etc. Truphone = wifi calls. No texting. "
48559,Positive,@Alyssa_Milano Nice pic!  What's your dog's name?  It was cold and rainy here in Iowa today.  A month or more away for pool weather! 
80379,Negative,@chantelmybell lol and i wasn't invited to the beach 
47298,Negative,@archangelmaggie dangit!  it was doing that to me too earlier. idk. i just know we can only vote every 20 minutes. 
65800,Negative,@Bri51NY she caught my cold. 
73627,Negative,@Brodie_teale i never got your msn 
98108,Positive,@Cona7 Youre lame!! lol  you tell me i'm a dork and yet you stil signed up...... 
21538,Positive,@_Cube_ It's all the rage. I couldn't help it. 
75322,Negative,"@bubb1e5 Same old, same old. How are things up north? Miss ya  "
57930,Negative,@BeachDreams50 :  You guys are having better luck on this than me that's for sure.  
27566,Positive,@aha_com I'm so excited to see the video when it comes out. The song is AMAZING as always. Great job guys. 
90877,Positive,@CoachBilal thank you! 
45732,Negative,@antkatie wish I didnt have to work all day  I want sleepy
80129,Positive,"@chandlervdw I was going anyway, but now...can I smack you with a big PC tower?   #Ta5"
40242,Negative,@amarsh23 aww i was at brunch w my sister at 1130  wish i couldve gone!!! did you guys win?? if u didnt... we cant be friends anymore.
8802,Negative, yorkshire lost
37651,Negative,@ALLCITYNZ Fuck up Cunt.  lol
8413,Positive,"&quot;Because I'm a sexist, egotistical, lying, hypocritical bigot?&quot; &quot;Bingo!&quot; "
65289,Negative,"@BreatheSuccexy I miss you too!  Well, I'm not sick. But yeah, colds I do have. I always have colds. Stupid swollen turbinates! "
35240,Positive,"@AlyciaWest u could come to MD. i have a top bunk, but im not selfish. "
87029,Positive,@CharityMyLove missed you at UrbanNetwork Be Seen Be Heard on sat--would have loved your input on my writing but i understand traffic 
6754,Positive,"#followfriday because shes a lovely soul that allways makes you feel welcome, and who you could never hate @salandpepper  x"
58497,Positive,"@becca_dee92 Hey, welcome to twitter  Im off to skl so ttul x"
49186,Positive,@arielswimalott lol pls dont refer me as one of you BITCHES... ladies is nice. thanks 
86947,Negative,"@christoph_84 all very exciting! Jealous of you bring out in the sunshine, am in an office all day today  at least it's Friday tho!"
15353,Negative,..gloomy weather makes you gloomy  lol
12792,Negative,*sigh* out of 4 new fish I've only got one left 
89582,Negative,@claireyjonesy awwww me too  i have to wait til july to see them next! bad times!
2179,Negative, Im so weak right now...i thought i had finally found my happy ending...
2178,Positive, haha dating the enemy!
48925,Positive,"@arey_abhishek Well Thank YOU. I was being outnumbered here.  Anyhow, but still man Zoozoos are everywhere   @jeffjose @aruntp"
91803,Negative,@BananasMel  lucky you! burgers!! ..I can't stand pizzas anymore 
27025,Negative,"@AFairCoop our chickens have completely obliterated the grass in their enclosure, not sure what to do, feel rather sorry for them "
86928,Positive,@christinerose Congratulations on winning the Indie Award 
1996,Negative, I'm freaking out    ~ I got something to admit ~
34642,Positive,@akosher yes!! i knew you would be! 
75273,Positive,"@btadesigns, what filter did you use on the first temple pic? I LOVE that and i want i want i want! "
85785,Positive,@centerpet #sorrysaturday! haha!! So cute! it's all good 
42093,Negative,@androidtomato IDK. I bent it the wrong way and now it hurts like a bitch. Nothing prescription strength. 
50701,Negative,@AshFR aww  I swear those ghostbusters shirts are the only thing I like from Bape recently.
68683,Positive,@brypie I have orange pearl polish that matches our Lotus. 
16512,Negative,@ ExCowgirl uh uh uh i think u have to wait patiently for some more time 
40670,Positive,@amirahasni i wana watch love actually tonight  i LOOOVEEE tat movie
21203,Negative,"@1cutechicwitfm Nope. This is my Dad's work laptop, so I can't d/l anything, either  on FB..."
86121,Negative,@chrispco my condolences to you 
36309,Positive,@alexbowley ohhh im 19. i dont care who knows my age lol 
63836,Positive,"@boinzy  Considering the notables don't find their star until after their 50's or 60's, I'd say no, not too late   Go for it "
18372,Positive,@_faith is that an invite to crash on your couch? 
58777,Positive,@bendaluz @danamorphic Not fixed but will be collected in a few days  Was impressed with the call centre .. the website is still shit.
8568,Positive, Via  @vimoh: Sanjay Dutt gets parents' name tattooed on chest - Sanju Baba: Now 30% more retarded. http://ff.im/-3sG1p
25766,Negative,@Addiiee FFUUU I'm an Elf now! I really don't want to be a hobbit.  I want to be with @leggy_legolas. No offense to @realbaggins- ily tho.
77201,Positive,"@C_DIG wow, 100 yrs old, it would be nice to live that long! "
50069,Negative,@arturferreira The threaded view of SMS doesnt look like chatting it looks like flooding  you have to scroll up to see the message. 
40672,Negative,@amiralovesyou aww im not online there..it wont workk 
15657,Positive,".@aromaleigh_mmu: today is longing &amp; dirty deeds with black cherry liner, femmefatale rouge, and noreservations lip tint.  "
41874,Negative,@andrewagarcia sexy. Dont cry in the video 
10765,Negative,#iremember when i bougth ALBL last year! ='( Now I have to wait God knows how long to buy LVATT!  
11360,Positive,#sexyonaman...tattoes but not to many 
94358,Positive,"@CosmicCharlie97 much obliged, Charlie "
11111,Positive,"&quot;we want more!&quot; more pcd, more nicole! im in love with them "
43632,Positive,@Ann_Sieg Thanks for the fascinating Time Mag facts 
28331,Negative,@abbysays I do!!!! But I can't. 
17632,Positive,@_anoushka_ But that's the whole point of Twitter 
5161,Negative,!!!!!!!!!!!!!!!!!!!! i am doing work 
1252,Positive, ARRRRRRGGGH!   I cant wait till next weeeeeeeeek!
46788,Negative,@Aprilknob really??  i wish you lived closer then. you could do my nails and then we'd go rip LA a new one.
1519,Negative, can't ever find parking
8186,Negative,&quot; I didn't saw him today.. and I feel so bad.&quot; 
45692,Negative,"@alisonpu Wouldn't change a thing .. well, maybe putting on sunblock before heading to the Coliseum .. mad burns "
17178,Negative,@ wish I could sleep in longer 
40409,Negative,@ambermatson Being burgled is bad enough (personal  experience) but to lose YBL stuff so close to deadline. Really sorry for them 
68588,Negative,@Brygida_Poland Agh..... that's AN amazing discovery 
66571,Negative,"@Brit710 Damn! tht sucks  I be chillin, collecting unemployment, and tryin to enjoy my summer really..lol."
62336,Negative,@blabbyx3 AW.  that sucks.
24843,Negative,"@30SECONDSTOMARS i mean ozzys are australian what about your english, nz, south african etc fans living in New zealand!! i try i try "
61497,Positive,@biancasheard Selling them for a little girls party! 
40005,Negative,@AndreaJijon iknow I feel like I'm going back to homeroom tomorrow  yoo was that u in a black car
46845,Positive,@Apocalyptica what show ? u gonna perform 
80762,Negative,"@charleypearson haha, lucky you. i just got told one!  loubee is not happy!"
38841,Negative,@AltaNoble LOL at WE...I wanna visit sooooo bad 
49267,Negative,@ashleychoi oh no! sorry to hear about the knee 
84435,Negative,"@CatoSaun You know what will happen - Alien: The Prequel, starring a digitally youthful Sigourney &amp; up and coming star Vanessa Hudgens "
9681,Negative,"&quot;lay it down free, lay it down easy, but lay it on me...&quot; -by spiritualized... final song on PRISON BREAK's series finale... "
31073,Negative,@AdieJonas Not much since ive been feeling sick  I did watch hockey and eat pizza though lmfao.
30767,Positive,@ALEC_EMPIRE ZOMG!!!! Awesome man!!! I would sooo love to attend those concerts!!!! You and NIN are a match made in heaven!!! 
74533,Positive,@AnnieDAFG yes! there is! Vanessa Hudgens! 
20715,Negative,"@_megzy YES PLEASE, HELLLO DREAM COME TRUE! (L) i met a boy on saturday who had met daniel radcliffe, i kissed his hand! lucky man "
76369,Negative,"@cascandar u have no idea how much i envy you right now, i seriously h8 having to wait on new episodes, and when the take breaks, aar "
76429,Negative,"@butadream Hmm, they must have changed some settings. I HATE it when websites restrict content by country! "
88351,Positive,@Ayvii Aww! thanks  well i got some happy songs for youu! lol &amp; thats wussup. its real pretty out here in va too!
76001,Negative,@bunnyboo786 leavin on saturday for paris... sorry lovely 
22117,Negative,@40GLOCC awake no party tho 
82985,Negative,@ashman01 My only complaint about Facebook is they've changed it so much it's confusing 
1650,Negative,=- curiousity killed the cat... so much for wishing for the dream job...
28762,Negative,@ajatheeagle damn u must be tired 
22686,Negative,@8thLopez Would love to. No workie with iPhone though. 
82140,Positive,@chellz89 sounds good 
64364,Positive,@birbrilo A poet is being born today on Twitter 
88321,Negative,@Cheeya9000 they don't have it 
87437,Positive,@ChrystallJane you are SO funny ... you make diets happy 
79749,Positive,@CandaceRae http://twitpic.com/7h3kr - But can you play it? 
35154,Negative,"@akraut No, I don't think we're going anymore because gf's friend is in the ER "
57145,Positive,@bassyc thank you..wht do i say 
75014,Negative,@aNorthernSoul Ah i should have guessed. Sorry 
89834,Positive,@ClaudiaWinkle Could I also bother you for a follow? I am interesting. Honest 
59194,Negative,"@bensummers It's pretty weak  Itanium surely has to die soon, especially with QuickPath making a (long long) overdue appearance"
12499,Negative,&quot;Abigale gave everything she had to a boy who changed his mind.&quot; - taylor swift. ...my name should be abigale. 
13379,Negative,&quot;Is gon' rainn!!!!!!!!!!!&quot; ALL WEEK! wtf! 
59364,Negative,@bertomio http://twitpic.com/84a3l - Wow. He looks so sad. 
34233,Positive,"@ajmclean_team omg !! people is really fast!!! ha,ha "
71036,Negative,@andyclemmensen  omg devo i was 1 of the first 50 in there and i still havent gotten in again 
3199,Negative, on the sad boat again why do I let shit like this happen
16018,Positive,.@Whatever_Ista Ta 
99917,Positive,@csholm724  cute 
88317,Positive,"@Cheetara101 Thanks, lady!  I'll be screaming loud enough for both of us! "
26141,Positive,@5andra Cute post about the quad girl! Love your blog! 
36128,Positive,@alejandrasevani okay!  lets change the subject  so do you're going to work in foxploration or what!
78205,Negative,@cc2tu i don't know what to wear for ur graduation 
56866,Positive,@Beautifu11 if you like 2 laugh..have a good time..follow me..its just that simple 
20022,Negative,"@_happygolucky_ Pretty disgusted with that story. Seriously, wtf?  No child under three should be able to open their own seat harness"
56842,Positive,@beatrizmartmart lindo compu 
22744,Positive,@95sxbrown2gg SO MUCH FUN!!!!!!!! PLAY A ROUND FOR ME 
85929,Negative,"@cessijaa im real good ta, how are you!? i haven't seen/spoke to you in so long!  xo"
86646,Positive,@christay0102 That is what caused the collapse and knee injury 
99541,Negative,@Cristinellaa would love too but on a bb 
71812,Positive,@brianszabelski  Website says out for delivery!
56927,Negative,@BeautyandBrkdwn I added your roommate and friend... cuz i'm creepster like that. btw.  I miss my bizarro twin . 
76517,Negative,"@anz_rocks19 apart from bking bread and making some lovely pate ;), I will be writing and staring at a blank sheet most of the day "
80812,Negative,@charlie628 @Lemonzest0 you both hate me don't you?  how was the trip?
56570,Negative,@banjoist123 Aww. {{{hugs}}} I am not looking forward to this. I keep waiting for the phone call from my sister who cares for her. 
45293,Negative,@Anonymousboy03 What's the &quot;no&quot; for? 
13506,Positive,&quot;longshot&quot;- kelly clarkson. I am so on a clarkson overdose today. 
655,Negative, &quot;BBC NEWS | UK maps climate change forecasts&quot; - The picture it paints is an alarming one ( http://bit.ly/69AYs )
7243,Negative,#sytycd pls let this be good 
40756,Negative,"@andrew8891 You never burn, you tan which is poop cos you make the rest of us look albino "
85284,Positive,@chriscornell so my friend locked himself in a rm &amp;had a make-shft kareokee sesh to an audiosalve cd last nite---it was hysterical lol 
