Sentiment,CleanedText
Positive,"['must', 'insist', 'write', 'essay', 'twitter', 'way', 'character']"
Positive,"['yes', 'lot', 'contact', 'people', 'follow', 'follow', 'even', 'dont', 'like']"
Negative,"['ive', 'get', 'next', 'week', 'week', 'x']"
Positive,"['go', 'long', 'hike', 'tomorrow', 'welcome', 'join', 'u']"
Negative,"['sad', 'game']"
Negative,"['happy', 'birthday', 'also', 'hate', 'fall', 'alseep', 'im', 'try', 'stay']"
Negative,"['fed', 'today', 'mom', 'laugh', 'cuz', 'cant', 'find', 'smh', 'kittle']"
Positive,"['really', 'beautiful', 'drawing']"
Negative,"['mum', 'doesnt', 'learn', 'lesson', 'th', 'time', 'shes', 'get', 'basal', 'cell', 'cancer', 'skin']"
Negative,"['aww', 'becky', 'make', 'instantly', 'sad', 'feel', 'like', 'watch', 'compassion', 'ad', 'less', 'fortunate']"
Negative,"['miss', 'u', 'wifey', 'lol']"
Negative,"['omg', 'loooooove', 'fuck', 'movie', 'always', 'leaf', 'feel', 'like', 'life', 'unromantic', 'though']"
Negative,"['quotyoure', 'mean', 'drank', 'right', 'front', 'facequotmaddie', 'gosselin', 'kate']"
Positive,"['oh', 'good', 'big', 'approval', 'milestone', 'pic']"
Positive,['know']
Negative,['tease']
Positive,"['video', 'almost', 'uploaded']"
Positive,"['update', 'long', 'include', 'ltbig', 'gringt']"
Positive,"['torrential', 'rain', 'thunder', 'lighten', 'poor', 'little', 'thing', 'ok', 'dry']"
Negative,"['think', 'ask', 'want', 'twuck', 'didnt', 'reply', 'laugh']"
Negative,"['hope', 'u', 'feel', 'well', 'suuuuucks']"
Positive,"['one', 'deep', 'gash', 'doozy', 'yeah', 'still', 'mend', 'every', 'day', 'well']"
Negative,"['cant', 'get', 'thc', 'internet', 'matter', 'cant', 'look', 'friend', 'timeline', 'bb', 'ive', 'pretty', 'lonely']"
Negative,"['dont', 'like', 'game']"
Positive,"['unless', 'one']"
Positive,"['however', 'lose', 'usually', 'rely', 'bad']"
Positive,"['im', 'go', 'share', 'link', 'facebook', 'u', 'talented', 'gayle']"
Negative,"['sadly', 'beautiful', 'weather', 'waste', 'smh']"
Positive,"['well', 'depends', 'youre', 'look', 'email', 'dm', 'youd', 'like', 'salescom']"
Positive,"['oyess', 'glamberts', 'kill', 'drake', 'guy']"
Positive,"['joke', 'puppy', 'maddie', 'look', 'exactly', 'like', 'maui', 'shes', 'cute']"
Positive,[]
Negative,"['awwwwwwwwwwwww', 'beautiful', 'need', 'arm', 'tonight']"
Negative,"['yawn', 'go', 'skool']"
Negative,"['rain', 'suck', 'huhn']"
Negative,"['lose', 'two', 'follower']"
Negative,"['people', 'dont', 'wanna', 'tricked', 'fake', 'know', 'happenslol', 'sorry', 'bout', 'hassel', 'though']"
Positive,"['must', 'light', 'im', 'reflect']"
Negative,"['awww', 'yea', 'suck', 'ive', 'lay', 'min', 'cant', 'sleep']"
Negative,"['heard', 'auburn']"
Negative,"['ive', 'already', 'listen', 'commentary', 'except', 'finale']"
Positive,"['sound', 'right']"
Negative,"['problem', 'access', 'website', 'cant', 'go', 'flickr', 'day', 'row']"
Positive,"['thanks', 'hug', 'bb']"
Negative,"['nothing', 'stood', 'pomptly', 'hit', 'floor', 'threw']"
Positive,"['omg', 'give', 'ur', 'pin']"
Negative,"['ahh', 'dont', 'understand', 'sign', 'petetion', 'like', 'time', 'hasnt', 'even', 'come']"
Positive,"['oh', 'thats', 'cool', 'like', 'little', 'show']"
Positive,"['quot', 'damn', 'luckyquot', 'wheeeeeee', 'one', 'fave']"
Negative,"['oh', 'hope', 'everythings', 'ok', 'girl']"
Positive,"['house', 'famous', 'didnt', 'know', 'im', 'guess', 'everyones', 'practically', 'familiar', 'house']"
Negative,['hopefully']
Negative,"['nyaaaaaa', 'christina', 'gointa', 'die', 'boredom', 'still', 'want', 'go', 'newry', 'gtlt', 'dan', 'gayyyyyyy', 'gtgt']"
Positive,"['congratulation', 'girl']"
Positive,"['yeah', 'acid', 'wash', 'denim', 'everywhere', 'right', 'acid', 'wash', 'new', 'black', 'lol']"
Negative,"['sorry', 'hear', 'bout', 'fish']"
Positive,"['darling', 'lot', 'lot', 'fun', 'u']"
Positive,"['haha', 'shiny', 'purple']"
Negative,"['haha', 'okay', 'allie', 'suppose', 'irish', 'put', 'hold']"
Positive,"['problem', 'whats']"
Positive,"['childrens', 'book']"
Positive,"['nothing', 'wrong', 'im', 'hang', 'pool']"
Positive,"['im', 'born', 'leader', 'make', 'shine', 'soooooon']"
Negative,"['gonna', 'release', 'israel', 'aswell']"
Negative,['agreeeeee']
Negative,"['legend', 'seeker']"
Positive,['lol']
Positive,"['heyy', 'like', 'u', 'shaun', 'hehe', 'youtubed', 's', 'acoustic', 'wooz', 'xx']"
Negative,"['hope', 'start', 'take', 'care', 'lt']"
Negative,"['think', 'r', 'god', 'law', 'nature', 'seek', 'cheap', 'thrill', 'price', 'pay', 'ultimate', 'price']"
Positive,"['use', 'flockhave', 'go']"
Positive,"['really', 'proud', 'miley', 'shes', 'awesome', 'love', 'listen', 'music', 'lt']"
Negative,"['tell', 'think', 'skull', 'shrunk', 'two', 'size', 'espresso', 'help']"
Positive,"['quotcome', 'get', 'high', 'loosen', 'lip', 'faith', 'desire', 'swing', 'hip', 'pull', 'hard', 'drown', 'lovequot', 'nice', 'song']"
Positive,"['clay', 'aiken', 'get', 'autograph']"
Negative,"['explicit', 'reason', 'dont', 'receive', 'reply']"
Positive,"['yeah', 'thats', 'true', 'moat', 'amp', 'dodgy', 'expense', 'sometimes', 'well']"
Positive,"['sound', 'obssesed', 'ha']"
Negative,"['awe', 'sound', 'bad', 'bella', 'hope', 'get', 'well', 'real', 'quick', 'derek']"
Negative,"['sound', 'good', 'havent', 'clue', 'think', 'go', 'see', 'friend', 'life', 'town']"
Positive,"['well', 'work', 'project', 'tht', 'require', 'focus', 'amp', 'concentrtion', 'give', 'right', 'though', 'der', 'improvement']"
Positive,"['pervert', 'mind', 'still', 'want', 'know']"
Positive,"['dont', 'think', 'thing', 'world', 'love', 'banana', 'lol']"
Negative,"['lastima', 'que', 'el', 'paso', 'sea', 'tan', 'dificil', 'quotturn', 'laptop', 'let', 'rest', 'five', 'hoursquot']"
Positive,"['get', 'best', 'addon', 'twitter', 'use', 'firefox', 'get', 'twitterfox']"
Negative,"['hah', 'also', 'spell', 'name', 'wrong', 'amanda']"
Positive,"['ummi', 'could', 'tell', 'might', 'mad', 'find', 'truth']"
Positive,"['cough', 'gossip', 'girl', 'cough', 'lol', 'aaaahhhh', 'need', 'watch', 'gonna', 'marathon', 'next', 'friday', 'night']"
Positive,"['well', 'guy', 'wide', 'awake', 'work', 'btw']"
Negative,"['wasnt', 'red', 'bull', 'drunk', 'water']"
Positive,"['sup', 'm', 'oday', 'miss', 'ur', 'trash', 'talk', 'celtic', 'series', 'fun', 'u', 'runnin', 'wthe', 'magic']"
Negative,"['gday', 'look', 'like', 'new', 'rose', 'king', 'castle', 'track', 'hasnt', 'sent', 'u']"
Negative,"['cook', 'one', 'large', 'batch', 'put', 'bag', 'microwave', 'week', 'pot', 'mess', 'clean']"
Positive,"['totally', 'tell', 'eye', 'idky']"
Negative,"['thing', 'sure', 'go', 'script', 'south', 'africa']"
Negative,"['lucky', 'cant', 'get', 'film']"
Negative,"['lovely', 'person', 'glad', 'day', 'builder', 'wolfwhistles', 'behind', 'u', 'never', 'get', 'one', 'either', 'still', 'want', 'yr', 'hair']"
Negative,"['alpha', 'suck', 'even', 'researcher', 'information', 'provide', 'less', 'get', 'totally', 'useless']"
Negative,"['quotthere', 'cure', 'atopic', 'eczema', 'cause', 'well', 'understoodquot', 'guess', 'ill', 'live', 'forever']"
Positive,"['oh', 'excite', 'color', 'guy', 'think']"
Negative,"['direspecting', 'nonhumans', 'wow', 'thought', 'well']"
Negative,"['lol', 'glad', 'u', 'like', 'thought', 'funny', 'consume', 'glass', 'wine']"
Positive,['thanks']
Positive,"['thats', 'funny', 'agree', 'last', 'question']"
Negative,"['goodbye', 'free', 'time']"
Negative,"['irish', 'tomorrow', 'might', 'fake', 'sick', 'dont', 'get', 'past', 'tense', 'verb', 'alll', 'lolim', 'fake', 'sick', 'rly', 'btw', 'lol']"
Positive,['thank']
Positive,"['good', 'morning', 'thanks', 'mom', 'day', 'wish', 'hope', 'thing', 'go', 'good', 'friend']"
Negative,[]
Positive,"['hoh', 'yes']"
Positive,['yay']
Negative,"['corey', 'smith', 'station', 'play', 'nothing', 'hootie', 'blowfish']"
Negative,"['wheres', 'miss']"
Negative,"['oh', 'im', 'sorry', 'read', 'see', 'told', 'u', 'need', 'see', 'doctor', 'whats', 'wrong']"
Negative,['happen']
Positive,"['rock', 'world', 'know', 'u', 'love', 'ya']"
Positive,"['immortal', 'word', 'alanis', 'hopefully', 'someday', 'people', 'quote', 'song', 'like', 'much', 'love', 'woman']"
Positive,"['enjoy', 'beautiful', 'day', 'ricki', 'sunny']"
Negative,"['game', 'final', 'inline', 'leauge', 'one', 'game', 'left', 'wed', 'championship', 'hockey', 'season', 'do']"
Negative,"['tour', 'tv', 'la']"
Positive,"['least', 'get', 'weekend']"
Positive,"['whiskey', 'night']"
Negative,['bore']
Positive,['go']
Positive,"['maybe', 'want', 'keep', 'eye', 'u']"
Negative,"['oh', 'shame', 'im', 'kill', 'ginfingers', 'excuse']"
Positive,"['hug', 'thing']"
Positive,"['want', 'job', 'nail', 'color', 'everything']"
Positive,"['jb', 'australia', 'december', 'aaahh', 'freakin', 'woohoo']"
Negative,"['yes', 'work', 'ok', 'firefox', 'ie', 'sure']"
Positive,"['hi', 'big', 'congrats', 'level', 'told', 'youd']"
Positive,"['scratch', 'thatyour', 'high', 'congratz', 'xoxo']"
Negative,"['time', 'poh', 'leave', 'time']"
Positive,"['thanks', 'follow', 'interested', 'amuse', 'chairmanship', 'american', 'independent', 'party']"
Negative,"['wish', 'would', 'get', 'see', 'come', 'soon', 'make', 'trip', 'cville']"
Negative,"['hey', 'mr', 'moyles', 'lily', 'allen', 'wont', 'speak', 'either', 'rude']"
Positive,"['yes', 'even', 'throat', 'hurt', 'little']"
Positive,"['yay', 'free', 'coffee']"
Positive,"['borgellaj', 'know', 'theyre', 'cat']"
Negative,"['heyy', 'im', 'feel', 'much', 'well', 'still', 'super', 'swollen']"
Negative,"['hope', 'everything', 'ok', 'boy', 'fuck', 'everything', 'always']"
Negative,['yet']
Positive,"['lolgeneric', 'pic', 'creative', 'name', 'like', 'jkgjhfdsafloljust', 'block', 'another', 'kitty']"
Negative,"['want', 'update', 'site', 'bit', 'seem', 'yolacom', 'unreachable', 'moment', 'oh', 'welljust', 'wait', 'guess']"
Negative,"['hate', 'watchin', 'episode', 'boulton', 'station', 'tough', 'guy', 'left', 'frighten', 'angry', 'need', 'hiv', 'test', 'raid', 'go', 'wrong']"
Positive,"['ooooppsss', 'gonebut', 'right', 'around', 'corner']"
Positive,"['must', 'nightmare', 'glad', 'get', 'together']"
Negative,"['woke', 'classwork', 'im', 'work', 'tonight', 'ugh', 'one', 'step', 'time', 'pretty', 'much', 'handle', 'anymore']"
Negative,"['awww', 'damn', 'lol', 'doesnt', 'appriciate', 'enough']"
Negative,"['work', 'go', 'bed', 'im', 'still', 'tire']"
Positive,"['amp', 'may', 'triforce']"
Positive,"['actually', 'would', 'prefer', 'would', 'come', 'germany', 'actually', 'dont', 'really', 'care', 'long', 'near', 'x']"
Positive,"['hey', 'im', 'sheila']"
Positive,"['im', 'aboard', 'swan', 'train', 'baby', 'lol', 'thanks', 'follow', 'pete', 'gil']"
Negative,"['bookcase', 'still', 'box', 'side', 'panel', 'broken']"
Negative,"['baby', 'dont', 'cry']"
Positive,"['hey', 'drop', 'line', 'get', 'hereid', 'love', 'cover', 'news']"
Negative,"['miss', 'brandon']"
Negative,"['im', 'come', 'get', 'th', 'im', 'sad', 'see', 'go']"
Negative,"['wish', 'actual', 'freetime', 'still', 'happen', 'day']"
Negative,"['feel', 'way', 'sign', 'look', 'stay', 'twitter', 'peep']"
Negative,"['oops', 'press', 'wrong', 'button', 'b', 'honestly', 'think', 'id', 'rather', 'die', 'paralyse']"
Negative,"['green', 'colour', 'seem', 'trivial', 'reason', 'unfollow', 'consider', 'reason', 'green']"
Negative,"['mean', 'vegetarian', 'option', 'still', 'beef', 'stock']"
Negative,"['thanks', 'reposting', 'youre', 'awesome', 'let', 'work', 'find', 'many', 'miss', 'love', 'one']"
Positive,"['go', 'daily', 'event']"
Positive,"['pen', 'jam', 'clear', 'click']"
Negative,"['hahahaha', 'girl', 'sugoi', 'last', 'time', 'even', 'super', 'gt', 'cut', 'cost']"
Positive,"['nope', 'month', 'design', 'work', 'enjoy', 'awesome', 'city']"
Positive,"['quotecond', 'linequot', 'video', 'online', 'tuesday']"
Negative,"['sims', 'horrible', 'visual', 'experience']"
Negative,"['angry', 'mixed', 'motion', 'soo', 'frustrate', 'x']"
Positive,"['im', 'shock', 'im', 'happy', 'lose']"
Negative,"['talk', 'awaken', 'onn', 'wrong', 'side', 'bed']"
Negative,"['wasnt', 'im', 'slovakiamiddle', 'europe', 'lucky', 'wish', 'thoughwhy', 'sweep', 'stage', 'btw', 'x']"
Negative,"['imyyy', 'youre', 'ground', 'eh']"
Negative,"['true', 'thats', 'sad']"
Positive,"['arent', 'give', 'credit', 'themorningafter', 'theme', 'footer', 'nt', 'support', 'open', 'source']"
Positive,"['appreciate', 'input']"
Negative,"['pare', 'collection', 'portrait', 'bangbang']"
Positive,"['yeah', 'pretty', 'cool', 'scary', 'though', 'gotten', 'use', 'hiding', 'bathtub', 'sometimes', 'air', 'siren', 'go']"
Negative,"['ive', 'want', 'go', 'mo', 'amp', 'close', 'shop']"
Negative,"['aww', 'last', 'weekendmissed', 'u', 'week']"
Negative,"['week', 'full', 'mon', 'pm']"
Negative,"['hihihi', 'udah', 'nyoba', 'ubertwitter', 'belum', 'atau', 'tweetgenius', 'katanya', 'lebih', 'bagus', 'dari', 'twitter', 'berry', 'lho', 'oh', 'iya', 'emailnya', 'saya', 'gak', 'ada']"
Positive,"['thx', 'add', 'list', 'next', 'time']"
Negative,"['sadly', 'even', 'though', 'midnightstill', 'update']"
Positive,"['ja', 'du', 'hab', 'selbst', 'ned', 'viel', 'zeit', 'ghabt', 'dh', 'e', 'hochgradig', 'improvisiert']"
Positive,"['quotthe', 'boat', 'rockedquot', 'ce', 'soir', 'ugc', 'toison', 'dor']"
Negative,"['already', 'left', 'without', 'there', 'friend', 'stay', 'nil', 'didnt', 'come', 'think']"
Positive,"['yay', 'cant', 'wait', 'see', 'need', 'get', 'together', 'soon', 'celebratory', 'dinner']"
Negative,"['mannnn', 'w', 'tear']"
Positive,"['david', 'technique', 'work', 'well', 'omg']"
Negative,"['cant', 'get', 'hand', 'copy', 'cap', 'least', 'thursday', 'actively', 'avoid', 'spoiler', 'bought', 'deadpool', 'cheer', 'instead']"
Negative,"['quotirans', 'supreme', 'leader', 'ayatollah', 'ali', 'khamenei', 'call', 'ahmadinejads', 'win', 'quotivine', 'assessmentquotquot', 'usatoday']"
Positive,"['oh', 'suck', 'hey', 'check', 'ur', 'dm']"
Negative,"['second', 'flight', 'cancel']"
Positive,"['youre', 'welcome', 'glad', 'work']"
Positive,"['pink', 'feather', 'boa', 'massive', 'recruit']"
Positive,"['quotmen', 'always', 'trade', 'sleep', 'sexquot', 'jerry', 'seinfeldi', 'live', 'seinfeld', 'clasically', 'funny']"
Positive,"['gettin', 'csi', 'u']"
Positive,"['yea', 'sunny', 'today', 'cambridge']"
Positive,"['need', 'ebay', 'account', 'get', 'ebay', 'playcom', 'would', 'easy', 'xx']"
Positive,"['sooooo', 'get', 'drink', 'drop', 'quotnahquot', 'might', 'hard', 'hmmmmm']"
Positive,"['make', 'welcome', 'distraction', 'anything', 'excite', 'plan', 'tonight']"
Negative,"['im', 'mad', 'cant', 'get', 'none', 'tho']"
Positive,"['mean', 'crazier', 'tweet', 'prolly', 'stay', 'tomo', 'night', 'cop', 'behind', 'whole', 'drive', 'home', 'guess', 'pass', 'test']"
Positive,"['gummy', 'bear']"
Positive,"['welcome', 'jared', 'twitter', 'andrea', 'argentina', 'big', 'fan', 'sam', 'dean']"
Positive,"['huh', 'thats', 'crazy', 'guess', 'whatever', 'work']"
Positive,"['im', 'like', 'radio', 'right', 'fm', 'wanna', 'hear', 'x']"
Positive,"['ah', 'yes', 'adium', 'im', 'instal']"
Negative,[]
Positive,['notiert']
Positive,"['quotand', 'know', 'weve', 'still', 'gotttttt', 'time', 'think', 'invinsibleeequot', 'juggernaut', 'enter', 'shikari', 'song', 'make', 'happy']"
Negative,['either']
Negative,"['im', 'still', 'denial', 'youre', 'leave']"
Positive,"['yes', 'ill', 'try', 'post', 'pic']"
Positive,"['shit', 'piss', 'fuck', 'cunt', 'cocksucker', 'motherfucker', 'tit', 'revise', 'list', 'later', 'life', 'though']"
Positive,"['thanks', 'follow', 'go', 'follow']"
Positive,"['love', 'pnks', 'music']"
Negative,"['actually', 'stalker', 'group', 'people', 'come', 'think', 'itthe', 'guy', 'really', 'like', 'kill']"
Negative,"['disecting', 'frog', 'fun', 'mean']"
Negative,"['congrats', 'girl', 'mission', 'trick', 'fail', 'happy', 'u']"
Negative,"['omg', 'crazy', 'ur', 'blowing', 'away', 'id', 'def', 'blow', 'away', 'second', 'step', 'outside', 'remember', 'last', 'summer', 'scorch', 'hottt']"
Positive,"['gotta', 'go', 'friend', 'house', 'cuz', 'practice', 'ill', 'online', 'later', 'looove']"
Positive,"['well', 'feel', 'dat', 'fight', 'wid', 'u', 'bad', 'ur', 'true', 'frnd', 'hell', 'come', 'back', 'u', 'dat', 'frndship']"
Positive,"['get', 'follower', 'day', 'use', 'wwwtweeteraddercom', 'add', 'everyone', 'train', 'pay', 'vip']"
Negative,"['poor', 'dean', 'make', 'wanna', 'give', 'big', 'cuddle']"
Negative,"['listen', 'sad', 'song']"
Negative,"['refresh', 'well', 'come', 'cuz', 'game', 'gonna', 'sloow', 'boring']"
Negative,"['go', 'cafe', 'asean', 'today', 'brunch', 'dayhoping', 'cheryl', 'burger', 'told', 'special', 'menu']"
Negative,"['aww', 'mankinda', 'upset', 'miss', 'wish', 'tivo', 'dvr', 'something']"
Positive,"['u', 'shud', 'take', 'diploma', 'wud', 'help', 'ur', 'cause']"
Negative,"['wheres', 'fuck', 'letter']"
Negative,"['im', 'little']"
Negative,"['wanna', 'see', 'youre', 'dc', 'think']"
Negative,"['cry', 'sob', 'sob', 'sniff', 'sniff', 'im', 'gonna', 'pitcha', 'fit', 'minute', 'lol', 'still', 'go', 'cell']"
Positive,['yay']
Negative,"['mornin', 'u', 'ever', 'fix', 'ur', 'sound', 'problem', 'forgot', 'ask', 'ur', 'weekend']"
Positive,"['haha', 'gonna', 'buy', 'mustache', 'xd']"
Negative,"['ill', 'miss', 'boo']"
Positive,"['excactly', 'tell', 'u', 'lol', 'atleast', 'get', 'clue']"
Negative,['idea']
Positive,"['darnyou', 'get', 'meat', 'first', 'hack', 'website', 'thing', 'im', 'bit', 'gulliblelike', 'peace', 'sign', 'web', 'address']"
Positive,"['well', 'guess', 'would', 'amp', 'dont', 'blame', 'long', 'get', 'back', 'shell', 'fine']"
Negative,"['quotjunoquotession', 'cancel', 'hot', 'dog', 'coffee', 'help', 'get']"
Negative,"['yea', 'know', 'sell', 'w', 'hile', 'ago', 'much', 'dismay']"
Positive,"['yes', 'hello', 'still', 'see', 'point']"
Negative,"['saw', 'lot', 'france', 'happens', 'puppy', 'r', 'old', 'pull', 'coin']"
Positive,"['yes', 'hell', 'well', 'next', 'record']"
Positive,"['hello', 'darling']"
Positive,"['essen', 'dosensuppe']"
Positive,"['hiread', 'message', 'minute', 'ago', 'nice', 'day']"
Negative,"['sure', 'hope', 'youre', 'feel', 'well', 'hon']"
Positive,"['good', 'moring', 'chula']"
Negative,"['interent', 'mobile', 'work', 'damn', 'tire']"
Positive,"['pretty', 'interest', 'love', 'new', 'picture', 'btw']"
Negative,['idea']
Positive,"['im', 'garden', 'chillin']"
Negative,"['seem', 'incident', 'turn', 'favor', 'lot', 'student', 'suffer']"
Negative,"['yes', 'get', 'new', 'app', 'new', 'o', 'act', 'suck', 'cuz', 'like', 'twitterena']"
Negative,"['well', 'yea', 'st', 'semester', 'super', 'easybut', 'oakman', 'change', 'whole', 'grade', 'grade', 'system']"
Negative,"['yep', 'still', 'stun', 'actually', 'poor', 'bren', 'cannot', 'wait', 'season', 'come', 'lol']"
Positive,"['yay', 'subscribed', 'look', 'forward', 'nice', 'header']"
Negative,"['doesnt', 'break', 'heart']"
Negative,"['yeah', 'love', 'boy', 'p', 'like', 'glass', 'humph']"
Negative,"['wish', 'could', 'come', 'bunny', 'house']"
Negative,"['ironically', 'lola', 'ate', 'one', 'favorite', 'green', 'adidas', 'shoe', 'today']"
Positive,"['aww', 'saw', 'msg', 'thx', 'good', 'ready', 'nice', 'dry', 'weekend', 'dry', 'term', 'rain']"
Negative,"['aww', 'super', 'sadness', 'never', 'get', 'go', 'japan', 'either', 'wonder', 'big', 'id']"
Negative,"['cosmic', 'bowling', 'nearly', 'begin', 'cry']"
Negative,"['decline', 'friend', 'invite', 'facebook']"
Positive,"['say', 'hi', 'baby', 'si', 'brooke', 'good', 'friend', 'carissa', 'one', 'wme']"
Positive,"['picture', 'come']"
Positive,"['anong', 'work', 'mo']"
Positive,"['sweet', 'link']"
Positive,"['yes', 'guess', 'end']"
Negative,"['sunburn', 'bad', 'fyl']"
Positive,"['twitter', 'please', 'keep', 'thing', 'seemly']"
Negative,"['bah', 'sun', 'still', 'tmrw', 'time', 'rain']"
Positive,"['food', 'isnt', 'answer', 'always', 'food', 'combination', 'wantat', 'cost']"
Positive,"['fap', 'first']"
Positive,['smith']
Negative,"['really', 'train', 'orange', 'lol', 'somthing', 'wouldent', 'like', 'ive', 'get', 'load', 'tatts', 'still', 'hate', 'needle']"
Positive,"['hug', 'alice', 'insult', 'humanity', 'guy', 'arent', 'real', 'quotresearchersquot', 'anyways']"
Negative,"['snuggle', 'couch', 'way', 'good', 'movie', 'yucky', 'outside', 'go', 'anywhere']"
Positive,"['well', 'sound', 'like', 'awesome', 'combination', 'yay']"
Positive,"['heh', 'apparently', 'one', 'practice']"
Negative,"['still', 'miss', 'im', 'put', 'one', 'day', 'investigation', 'im', 'declare', 'go', 'forever']"
Negative,"['fish', 'get', 'sick', 'today', 'tomorrow', 'know', 'many', 'survive']"
Positive,"['theyre', 'design']"
Negative,"['well', 'sheata', 'case', 'hoyegechilo', 'still', 'ee', 'participate', 'korar', 'jonne', 'dhonnobad']"
Positive,"['ready', 'mega', 'prayer', 'nitecome', 'clock', 'move', 'faster']"
Positive,"['dolly', 'parton', 'jolene', 'last', 'song', 'see', 'tomorrow']"
Positive,"['hmmmm', 'dash', 'whisky', 'nice', 'cigarette']"
Negative,"['guess', 'im', 'exclude', 'giveaway', 'need', 'contact', 'pb', 'sprout', 'ask', 'get', 'goodie', 'bag', 'lol']"
Negative,"['suck', 'lol', 'ur', 'use', 'tweetdeck', 'happen', 'tweetie', 'lol', 'good', 'night']"
Negative,"['good', 'one', 'tom', 'im', 'work', 'week', 'im', 'gona', 'try', 'get', 'people', 'together', 'saturday', 'night', 'go', 'drink']"
Negative,"['peeked', 'earlier', 'today', 'nobody', 'look', 'good']"
Positive,"['get', 'cupcake', 'update']"
Positive,"['get', 'follower', 'day', 'use', 'wwwtweeterfollowcom', 'add', 'everyone', 'train', 'pay', 'vip']"
Positive,"['looooooooove', 'saturday', 'goodsorefreshing']"
Negative,"['feel', 'migraine', 'come', 'go', 'take', 'treximet', 'head', 'bed', 'get', 'unbearable']"
Negative,"['oh', 'really', 'odd', 'know', 'need', 'patch', 'serious']"
Positive,['agree']
Negative,"['good', 'news', 'nadal', 'eh', 'could', 'year', 'pity', 'mum', 'wont', 'part', 'ticket', 'centre', 'court']"
Negative,"['oops', 'sorry']"
Negative,"['damn', 'im', 'miss', 'karl', 'hood', 'hop', 'wish', 'instead', 'wash', 'clothes', 'smh']"
Negative,"['hello', 'bore']"
Positive,"['young', 'least', 'one', 'european']"
Negative,['sorry']
Positive,['yeah']
Negative,"['good', 'wouldnt', 'use', 'love', 'product']"
Positive,['thanks']
Negative,"['yes', 'bit', 'well', 'today', 'extremely', 'sore', 'shoulder', 'lol']"
Positive,"['well', 'played', 'get', 'pretty', 'tight', 'second', 'well', 'do']"
Negative,"['startin', 'feel', 'type', 'way']"
Negative,"['time', 'never', 'get', 'see', 'snake']"
Positive,"['blowdrying', 'hair']"
Positive,"['alasdair', 'mac', 'colla', 'clannadkeep', 'irish', 'music', 'alive']"
Negative,"['remembers', 'contaminate', 'well', 'water', 'find', 'new', 'housing', 'big', 'dark', 'cloud', 'block', 'sunshine']"
Positive,"['im', 'rollin', 'ovum', 'smh', 'caus', 'imagine', 'daughter', 'doin', 'rite', 'n', 'jump', 'sumtime', 'lol']"
Positive,"['buy', 'app', 'quiktweet', 'quick', 'much', 'else', 'great', 'stuckataredlight', 'scenario', 'gt', 'appstore']"
Negative,"['awww', 'happen']"
Negative,"['thank', 'sometimes', 'tend', 'forget', 'come', 'first']"
Positive,"['work', 'mean', 'get', 'bore', 'case']"
Negative,"['strengthen', 'resolve', 'successful', 'wayquot', 'yeaaaah', 'right']"
Negative,"['take', 'work', 'home', 'bad']"
Positive,"['next', 'door', 'neighbour', 'give', 'awesome', 'diversity', 'poster', 'yaaaay', 'make', 'day', 'ooh', 'rhyme']"
Negative,"['havent', 'even', 'smoke', 'yet']"
Negative,"['good', 'diet', 'dude']"
Positive,"['uncle', 'bos', 'enjoy', 'even', 'w', 'good', 'friend', 'miss', 'vega', 'peep']"
Negative,"['ive', 'read', 'b', 'thought', 'useful', 'promptly', 'get', 'everything', 'read', 'guess', 'commen', 'sense']"
Negative,"['sorry', 'hear', 'hope', 'next', 'one', 'well']"
Positive,"['couldnt', 'agree', 'anymore']"
Negative,"['still', 'seek', 'answer']"
Positive,"['save', 'cinnamon', 'roll']"
Negative,"['pub', 'amp', 'john', 'must', 'left', 'walk', 'home', 'drunk', 'unstable', 'amp', 'hand', 'pocket', 'fell', 'crap']"
Negative,"['bad', 'im', 'homeeeeee']"
Negative,"['share', 'unless', 'version', 'course']"
Negative,"['treat', 'way', 'mom', 'adult', 'let', 'act', 'like']"
Negative,"['im', 'doctor', 'feel', 'good', 'call', 'u', 'asap', 'im', 'outttt', 'x']"
Negative,"['bailing', 'american', 'people', 'instead', 'bank', 'crook']"
Positive,"['know', 'isnt', 'sad', 'wonder', 'would', 'creeped', 'know', 'many', 'mom', 'think', 'gorgeous']"
Negative,"['lol', 'winter', 'season', 'wanna', 'experience', 'sooo', 'badly', 'always', 'hot', 'cz', 'tropical', 'weather']"
Negative,"['sadly', 'didnt', 'even', 'get', 'go', 'maker', 'faire', 'year', 'cutback']"
Positive,"['oh', 'lordie', 'dont', 'nod', 'smileyoull', 'thank', 'later']"
Negative,"['old', 'comp', 'duied', 'week', 'ago', 'fear', 'find', 'way', 'post', 'music', 'matter']"
Positive,"['goodnight', 'everyone', 'pray', 'blessing', 'morning', 'im', 'gonna', 'load', 'laundry', 'straighten', 'kitchen', 'lay']"
Positive,['thanks']
Negative,"['quotmcfly', 'news', 'harry', 'doesnt', 'mobile', 'phone', 'momentquot', 'taaaaaadinho', 'tom', 'empresta', 'seu', 'pra', 'ele', 'pra', 'ele', 'dar', 'uma', 'att', 'u', 'u']"
Negative,"['ahh', 'log', 'link', 'borked']"
Positive,"['wonderful', 'day', 'glad']"
Positive,"['say', 'tell', 'try', 'sink']"
